track_name,artist_name,album_name,duration_s,release_date,popularity,explicit,track_id,artist_id,artist_popularity,followers,genres,colab
Después de la Playa,Bad Bunny,Un Verano Sin Ti,230.4,2022-05-06,77,False,1dm6z1fWB0cErMszU25dy2,4q3ewBCX7sLwd24euuV69X,100,94364002,"reggaeton, trap latino, urbano latino, latin",False
Open The Door,"Bad Gyal, Govana, Dj Papis",Open The Door,223.6,2018-11-02,45,False,7Ib4HxrkMe8iHweXxMsev5,4F4pp8NUW08JuXwnoxglpN,76,2039044,neoperreo,True
Despacio,"NATTI NATASHA, Nicky Jam, Manuel Turizo, Myke Towers, DJ Luian, Mambo Kingz","Despacio (feat. Myke Towers, Dj Luian & Mambo Kingz)",281.658,2020-02-17,47,False,203uubEQA07to1kbro35qQ,1GDbiv3spRmZ1XdM1jQbT7,75,10753512,"reggaeton, latin, urbano latino",True
Perros Salvajes,Daddy Yankee,Prestige,190.31,2012-01-01,39,False,66JtTxOVqKtk3AFUMY39kr,4VMYDCV2IEDYJArk749S6m,88,36965039,"reggaeton, latin",False
Tributo a Don,D.OZi,Tributo a Don,194.73,2023-05-19,18,True,6aHVuLE0cK6q5BQBuMvyN3,7a9gFzWS5uEHtbNNgA6xyM,54,230242,"reggaeton, trap latino",False
Mi Maldición (feat. Cosculluela),"Nicky Jam, Cosculluela",Fénix,216.973,2017-01-20,43,False,7uPjTNg3IKOBpeWgH4TUpp,1SupJlEpv7RS2tPNRaHViT,83,19762485,"reggaeton, latin",True
Es Hora,Farruko,TMPR The Most Powerful Rookie,219.533,2012-05-22,57,False,6H6cDsGwbgSnII3DF7Zee0,329e4yvIujISKGKz1BZZbO,84,16554868,"reggaeton, trap latino",False
Fiera,"Cris Mj, Tiago PZK",Fiera,175.788,2022-10-27,0,True,5cDyidxA6n2xI4iFsqzt6D,1Yj5Xey7kTwvZla8sqdsdE,86,5841764,"reggaeton chileno, chilean trap, chilean mambo, reggaeton",True
GATÚBELA,"KAROL G, Maldy",GATÚBELA,209.16,2022-08-26,71,False,1ga4PztXOIw1yBbdUt2X8v,790FomKkXshlbRYZFtlgla,89,56248666,"reggaeton, latin, urbano latino",True
Bang Bang,SFDK,Inkebrantable,150.56,2023-03-10,29,False,3rQ0Z30bs6m0hnp7ds8eEe,56n1NeXsTOOxjX3Z4lVMTJ,62,727008,,False
Molly,C.R.O,Leyendas de La Noche,186.352,2021-04-28,0,False,3wFMLX5Tekfa7XRocKMZ19,4puAp107dCehraE47QXVQX,74,2412904,"argentine trap, trap",False
En Su Nota,"Don Omar, Mackie Ranks",King Of Kings (Armageddon Edition),221.32,2006-01-01,20,False,12uZjZC64Kw9qwnjV22XP4,33ScadVnbm2X8kkUqOkC6Z,86,14489038,"reggaeton, urbano latino",True
Fabiola,Cruz Cafuné,Me Muevo Con Dios,238.007,2023-05-25,52,False,4bAG9Mz1vUZmAHbVFArCru,0jeYkqwckGJoHQhhXwgzk3,71,474770,,False
Intro,"Cecilio G., Limabeatz",Milion Dollar Baby (CEEGEEOTCP),121.924,2019-03-01,0,True,0LpOZM7rngbGAD1rmNt0aD,2Q2fYVYxFSmodq53BFyD6p,44,136162,,True
"Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j","Milo J: Bzrp Music Sessions, Vol. 57",189.901,2023-10-03,75,False,1iLbUmb2b2btyAAcQ68a1p,716NhGYqD1jl2wI1Qkgq36,81,17758951,"argentine trap, trap latino, urbano latino",True
Nunca Seremos,"Mora, Brray, Andre the Giant",Nunca Seremos,237.633,2017-12-29,31,True,1nvKsXDq0SV403ZdqoQQU9,0Q8NcsJwoCbZOHHW63su5S,81,7154775,"urbano latino, trap latino, reggaeton",True
Blin Blin,"Bad Gyal, Juanka",Blin Blin,144.613,2020-11-13,58,False,5u5S7D8NaQzyKkdU4duHJR,4F4pp8NUW08JuXwnoxglpN,76,2039044,neoperreo,True
MVP,JAVI BAMBINI CATTIVI,MVP,118.681,2020-03-27,0,False,7iWlE86llEo7hh7jSJtmsY,3FV2MXfjYT4tvYWzAQWJMH,44,26048,,False
La Tortura (feat. Alejandro Sanz),"Shakira, Alejandro Sanz","Fijación Oral, Vol. 1",212.893,2005-06-03,80,False,5BSclXJTa9B0iURhUjZo50,0EmeFodog0BfCgMzAIvKQp,89,37712541,latin pop,True
APA,"Mora, Quevedo",PARAÍSO,199.831,2022-11-03,68,False,3vKYvbzB7801a5qd47pxkm,0Q8NcsJwoCbZOHHW63su5S,81,7154775,"urbano latino, trap latino, reggaeton",True
Sale Pa la Calle,"Darell, Ozuna",EVERYBODY GO TO THE DISCOTEK,211.933,2023-07-28,36,True,5oAzWgKYosXee4Xfjpkbt6,1TtXnWcUs0FCkaZDPGYHdf,78,4654316,"reggaeton, trap latino, dembow, urbano latino",True
No Me Conocen,Gran Matias,No Me Conocen,165.381,2022-11-19,0,True,2gKZSDgWY24siSkMkMyQyv,3YkW3RQiKeZ6kjZ6icJbZE,16,4581,drill,False
El Humo,Atomic Otro Way,El Humo,181.263,2016-10-30,44,True,3a3BdYCpzDhf7Aa3eir6tZ,05i5DIXDf4Ai4NEPEi3uBZ,59,141151,dembow,False
Te Conoci Perriando,Mora,Primer Dia de Clases,190.106,2021-02-05,66,True,68UxtmtQa5wiUa0sbpPvgd,0Q8NcsJwoCbZOHHW63su5S,81,7154775,"urbano latino, trap latino, reggaeton",False
El Idioma De Los Dioses,Nach,Mejor Que El Silencio,253.333,2011-01-01,53,False,0Qb4S8BHqevwscp4rfvQZq,66ArjpKRgw8vYBf9yhktto,60,875173,"latin hip hop, rap",False
Te Robo,Zato DJ,Te Robo,157.675,2018-01-01,0,False,1Mytkdy3EAWY0TmAiPaFmr,75VwO8amb6eCuE9gYagNZZ,34,90083,"turreo, rkt",False
Te Perdone Dios,"Jarfaiter, Dollar Selmouni, Kvinz",Te Perdone Dios,178.775,2024-06-21,32,True,3VegaRpqoQlo7ebKnI6Ako,7hqwOMu222wUGHIzm49sJk,52,126323,,True
Ibiza,"Ozuna, Romeo Santos",Aura,200.746,2018-08-24,67,False,1h9P5WJwyvK8OB7O2YiXgp,1i8SpTcr7yvPOmcqrbnVXY,88,38422640,"reggaeton, trap latino, latin, urbano latino",True
El Mambo,Kiko Rivera,El Mambo,129.845,2023-07-13,63,False,51QmqegeWI2orK2mzDfnIH,0HSGpDMeXaEmH5aUIHjnBF,49,114219,flamenco pop,False
Movin' loko,Cruz Cafuné,Movin' loko,158.625,2024-02-02,49,True,6SMC0zf1HBVJuZwHTWexX1,0jeYkqwckGJoHQhhXwgzk3,71,474770,,False
R.I.P Carbon,Almighty,R.I.P Carbon,317.857,2019-10-04,46,True,3wOvJpGoVxZYPvzSWEqdx5,6P6GTRTigHBp8ZesNtpCKH,76,1425788,"trap latino, reggaeton, trap",False
EL TIEMPO QUE TÚ ME DAS,"Hard GZ, Dualy",LACOSTA,215.295,2023-11-17,41,False,7GpMWmCJgsTsOG2ExKrab4,79N4S7UXdjo2fAh3OHJQuB,63,344227,,True
Y Yo No Sé,Paulo Londra,Homerun,190.497,2019-05-23,58,False,5tCIr5bTv77OTVBvwLtlSM,3vQ0GE3mI0dAaxIMYe5g7z,78,25373438,"argentine trap, trap latino, reggaeton",False
NO TE VAYAS 👑 (feat. Juhn),"Myke Towers, Juhn",LA PANTERA NEGRA (DELUXE),250.791,2024-10-17,47,True,0xJPBIZ1NCYWKflC7EPll8,7iK8PXO48WeuP03g8YR51W,89,19741849,"reggaeton, trap latino, urbano latino",True
Beba Qué Quieres Que Haga,"Omar Montes, JC el Diamante",Beba Qué Quieres Que Haga,178.263,2021-08-05,53,False,49iOVtExuJU9faigS2JRUf,3lY9Fxceu60W1rbon7PkuF,70,911020,"flamenco, flamenco urbano, flamenco pop",True
"FLOWHOT (feat. Arcángel, De La Ghetto, Randy)","The Academy: Segunda Misión, Lenny Tavárez, Sech, Justin Quiles, Dalex, Dímelo Flow, Arcángel, De La Ghetto, Randy",The Academy: Segunda Misión,233.099,2024-03-28,50,True,617mNvfkXLMu1NisQfvYF2,4C3ZmIqca9MWwThLaYbfXu,62,193607,,True
Te Pue' Cuidar,"Brray, Rauw Alejandro",Te Pue' Cuidar,232.013,2021-11-19,34,False,6AWCMZtNOwFFuZxFmm3A7a,1GKIlPFdcewHtpDVCQ8zmJ,73,644799,"reggaeton, urbano latino",True
Carolina Cocaína,Liz Forte,Caro,171.039,2019-01-11,0,False,3Dc5DqC2x1L13vjVu8VOWV,7GArathIWiQj50qNsBBLN1,39,42920,,False
Mil Mujeres,Rauw Alejandro,Cosa Nuestra,168.922,2024-11-15,70,True,2J0TjDpiUlwgFRvVxtaLud,1mcTU81TzQhprhouKaTkpq,92,28078773,"reggaeton, urbano latino, trap latino, latin",False
Elíseos,"Delaossa, Cruz Cafuné",La Madrugá,212.877,2025-03-20,64,False,2tjh0Vs9JArpDn36o3M5bm,5Uox3n7m4W2CoM9MmHPJwQ,73,336491,,True
Llamado de Emergencia,Daddy Yankee,Talento de Barrio,239.92,2008-08-12,48,False,2jnZUvhw2LTvDI6YidRVcO,4VMYDCV2IEDYJArk749S6m,88,36965039,"reggaeton, latin",False
Delincuente,"Tokischa, Anuel AA, Ñengo Flow",Delincuente,226.49,2022-08-19,73,True,2ROQe6QkIXODJRx0y8UjzV,2p4aN0Uxkk3iT3HK0cJ2cJ,73,1456048,"dembow, neoperreo",True
TUS LÁGRIMAS,"Mora, Sech",MICRODOSIS,174.482,2022-04-01,68,True,30W8VKHrAZmHzObnwAoc1u,0Q8NcsJwoCbZOHHW63su5S,81,7154775,"urbano latino, trap latino, reggaeton",True
La Prendo,Bad Gyal,La Prendo,181.986,2022-05-26,61,False,6t48UVZvQWh5wWfWlCZfzY,4F4pp8NUW08JuXwnoxglpN,76,2039044,neoperreo,False
"noches largas, faldas cortas",paopao,diamantes y espinas,182.204,2022-08-02,34,True,0HZanBVjCHvVOSsrMvS08L,5AS4y4rlmbUYDCdg35qmI9,58,76153,"urbano latino, latin r&b",False
Shars 2020,Al Safir,Shars 2020,185.322,2020-12-14,0,True,036QM4rIhz7A7n66IWA7Ej,5NzCASNJVvcPW4uGwMRlPl,61,239434,,False
"Arcángel: Bzrp Music Sessions, Vol. 54","Bizarrap, Arcángel","Arcángel: Bzrp Music Sessions, Vol. 54",223.019,2023-03-22,66,False,7cQ0LAxT5HHCLGbxcjaxac,716NhGYqD1jl2wI1Qkgq36,81,17758951,"argentine trap, trap latino, urbano latino",True
Hemos Bebido Demasiado,Pole.,Hemos Bebido Demasiado,208.0,2019-09-13,31,True,1guZyqJzIGgE0J2xIru0Qx,7D62OQfwvslnxJn9DkZm2F,55,182534,,False
Rebeldes sin causa,Natos y Waor,Luna llena,203.583,2022-09-13,39,False,7aQGOBOigJm9CDQPQ6kDpV,1QJbbsxg2wqidJj51d3otw,65,859707,,False
Ayúdame a Imaginar,"Soto Asa, Pablo Chill-E",Ayúdame a Imaginar,265.527,2022-01-14,57,True,0wzC02iW7IaqAASCgDR2Qs,6gyhsZUy2fzzWZBRVPmOw4,56,232864,neoperreo,True
Pelele,Morad,Pelele,216.827,2021-12-24,75,False,5h5TUj8pU2WhdSeJx9BnX2,4az97MtWmBQ5Db3GfDh9j9,81,4104389,,False
AL CALLAO',Rauw Alejandro,PLAYA SATURNO,242.819,2023-07-07,68,True,110wwp2SRousmXjvx8zIoI,1mcTU81TzQhprhouKaTkpq,92,28078773,"reggaeton, urbano latino, trap latino, latin",False
Amantes,"Josele Junior, Rels B, DELLAFUENTE, Johnny Beethoven",Amantes,232.173,2018-02-15,0,False,3l35zUobpXLjmlrfJyqzHJ,5kLvecoV9Xw2TxlG8iC9eW,30,2401,"flamenco urbano, flamenco",True
COMMENT,Feid,INTER SHIBUYA (FERXXO EDITION),170.693,2021-12-17,59,False,4cjmzyooA8MkQAKrfESAoo,2LRoIwlKmHjgvigdNGBHNo,90,17038869,"reggaeton, urbano latino",False
TECHNO AL AMANECER,Funzo & Baby Loud,INMORTALES,159.222,2022-02-11,36,False,7meGcKdJtmtpQTnWngNJLv,1nwjHzOUQZsNYX8xoWiGVC,57,252744,,False
Merece la Pena,"Pole., Only",Merece la Pena,194.223,2020-03-06,42,False,1ZVypx5b21FHbIUROhQ0wc,7D62OQfwvslnxJn9DkZm2F,55,182534,,True
D X VIDA,"Alejo, SAIKO",D X VIDA,182.576,2023-03-30,40,True,3Eir8UUB1pFuaarEsAWBWS,50sIhX3HytFEwQXZJLUZQE,64,225628,"reggaeton, urbano latino",True
VA Y VEN,"Tainy, Yandel",DYNASTY,259.534,2021-07-15,48,False,1Jo3PXI2jQY3kI2nZH3lyW,0GM7qgcRCORpGnfcN2tCiB,80,2735272,reggaeton,True
Gracias Dios,Miky Woodz,Los 90 Piketes,218.213,2020-04-16,40,True,4efx8YQcDEz6Dc1OGIaIH7,1pf0MPKfKdvS8J779mS1Ay,71,4463939,"trap latino, dembow, reggaeton, trap",False
Embuste,"Jon Z, Ñejo, Luigi 21 Plus",Embuste,259.779,2020-02-21,35,False,6yg9F56n3lnTqbEnU5THRE,5bWUlnPx9OYKsLiUJrhCA1,73,6728055,"trap latino, trap, dembow",True
PortoBello,Arcángel,Sr. Santos,226.485,2022-12-01,53,True,4HXcnBfKuqGC2fIYXquurs,4SsVbpTthjScTS7U2hmr1X,84,16853491,"reggaeton, trap latino, urbano latino",False
Abusadora,Wisin & Yandel,La Revolucion,180.386,2009-01-01,42,False,2xHDTeUFVDumlQ0MXqWa5T,1wZtkThiXbVNtj6hee6dz9,82,8430003,"reggaeton, urbano latino",False
ES31J1200101,"Yandar & Yostin, Andy Rivera",ES31J1200101,172.386,2012-10-09,0,False,0swbKmXc4UtO0feXDxqYwm,3ptY5WTxu77JpAQQnHyxEl,58,216376,reggaeton,True
Alboroto,"Kabasaki, BEJO, Daniyel",Temperatura,152.38,2022-06-09,19,False,3kAtu4oZStIAEnzegKM5ch,4rO00pQq33bIv73QyJdivX,49,17235,neoperreo,True
Esos Ojitos,"Lucho RK, Botlok",Esos Ojitos,181.512,2024-09-05,50,False,7E41rq6Kiq967J2rFmvzsR,1y6tVxTqgNfqxTayfohSKJ,58,64993,,True
Whoopty (Latin Mix) [feat. Anuel AA and Ozuna],"CJ, Anuel AA, Ozuna",Whoopty (Latin Mix) [feat. Anuel AA and Ozuna],213.06,2021-03-26,49,True,48MsdL5Med93EyIwINl5qY,7arQA31aZVS8yS6zUveWzb,62,268955,dembow,True
Mas Que Ayer,"Arcángel, De La Ghetto",Mas Que Ayer,243.627,2017-02-10,49,False,1P2pJasoXAnYImua1PeGz7,4SsVbpTthjScTS7U2hmr1X,84,16853491,"reggaeton, trap latino, urbano latino",True
¿Entonces?,"Robledo, Cubanbeef",¿Entonces?,200.0,2019-09-15,0,False,4cQwU9jDzA67xbF2VA0PJ3,5VyXOfvTQljStUXx1coETY,38,32690,,True
Solo pienso en ti,"Denom, Vengui",Solo pienso en ti,283.888,2018-02-20,53,False,2hLyWkdMjWsudBEvJ5bokV,0fwnNjAay5ZHP5bAd63g8Y,51,146051,,True
Amén,Cruz Cafuné,Pa'l Coche,191.478,2017-02-09,1,True,1PLxoOKyLKqicE5ErhrzkF,0jeYkqwckGJoHQhhXwgzk3,71,474770,,False
En Movimiento,Duki,Temporada de Reggaetón,170.658,2021-11-25,49,False,4S0D75BdWkyrnpEAUJfNfN,1bAftSH8umNcGZ0uyV7LMg,84,12497755,"argentine trap, trap, trap latino",False
Mucha Data,Cazzu,Error 93,154.065,2019-06-03,69,True,57x0IGrEHEdoy5QMBlcitJ,6w3SkAHYPsQ1bxV7VDlG5y,79,7666402,"argentine trap, trap latino, turreo",False
Por la Raja de Tu Falda,Estopa,Estopa,202.826,1999-10-18,68,False,5OaqffbeQyVVqtnA71Ci7K,5ZqnEfVdEGmoPxtELhN7ai,71,2291991,"flamenco, flamenco pop",False
Los Ángeles,Aitana,Los Ángeles,158.483,2023-03-29,60,False,7lrMkztvl0MnRSB2i3KRRe,7eLcDZDYHXZCebtQmVFL25,76,3262765,,False
El Congreso,"Brytiago, Bryant Myers",El Congreso,200.9,2022-03-31,0,True,1ds3UoIlolByK0rNyNbmvP,00XhexlJEXQstHimpZN910,77,7362032,"trap latino, reggaeton, urbano latino, trap",True
Ronca,"Don Omar, Héctor ""El Father"", Zion",Música Para Viajar al Paraiso Vacacional,301.146,2021-08-20,0,False,2CGeqcOfeg2mDhEpeeApFh,33ScadVnbm2X8kkUqOkC6Z,86,14489038,"reggaeton, urbano latino",True
Brazilera,"Rauw Alejandro, Anitta",VICE VERSA,184.0,2021-06-25,0,True,1oo1rEQATDYqmWysK6IrqP,1mcTU81TzQhprhouKaTkpq,92,28078773,"reggaeton, urbano latino, trap latino, latin",True
Enredado en Tu Mente,Lionware,No Todo Me Duele,171.415,2016-12-25,19,True,6F6VGy6o6c4ZpYnMnknVl8,67TDVqPf5B8RQzCg2yZpBk,41,48924,,False
Este Dolor (feat. Seijas) - Capítulo II,"Mayo 214, J Abecia, Toni Anzis, Seijas",Este Dolor (feat. Seijas) [Capítulo II],226.44,2022-11-18,28,False,3rnWotiEGafE6d7wwEQbYW,7uXKIO6VDeOCo6ImWZpZJn,49,96703,,True
Te Busco (feat. Nicky Jam),"Cosculluela, Nicky Jam",Te Busco (feat. Nicky Jam),233.546,2016-02-05,0,False,0JLMCdvbX6yH84uzoYqXUM,00me4Ke1LsvMxt5kydlMyU,77,6618780,"reggaeton, trap latino, latin hip hop",True
Con Calma,"Daddy Yankee, Snow",Con Calma,193.226,2019-01-24,81,False,5w9c2J52mkdntKOmRLeM2m,4VMYDCV2IEDYJArk749S6m,88,36965039,"reggaeton, latin",True
FUMETEO - Remix,"Feid, Mora, Eladio Carrion",INTER SHIBUYA (FERXXO EDITION),214.88,2021-12-17,63,False,5SXG3VyqqWkzr4a3sUnupK,2LRoIwlKmHjgvigdNGBHNo,90,17038869,"reggaeton, urbano latino",True
Lo Quieren Ver,"Samuel SLZR, Reality",SAD-MUEL Vol.1,194.864,2023-10-06,37,True,50Q2GJicPuXzrnFLc5P1HO,5jxnZJCpTkZJSxyRzbVhGx,52,70928,flamenco urbano,True
Antes de Morirme (feat. Rosalía),"C. Tangana, ROSALÍA",Antes de Morirme (feat. Rosalía),199.994,2016-07-05,1,True,7aFBy1CBLGnZE1Iv6TvEZE,5TYxZTjIPqKM8K8NuP9woO,73,2970751,flamenco,True
Prendemos,"Haze, JHAYCO, Lunay",Prendemos,217.733,2020-09-11,55,False,3YLbntjcsRoButdoVta3rq,77iZVjeYoYSl5P0K9mIiUE,70,198745,reggaeton,True
Pa' Llamar Tu Atención (feat. MC Bin Laden),"C. Tangana, MC Bin Laden",Pa' Llamar Tu Atención (feat. MC Bin Laden),177.613,2019-01-24,58,False,2vEY3cNwXYxIG4fPAoN14q,5TYxZTjIPqKM8K8NuP9woO,73,2970751,flamenco,True
No La Mires,"Ozuna, JHAYCO",ENOC,211.333,2020-09-04,48,False,4CZtyjaSq1RilbT2b5oQrs,1i8SpTcr7yvPOmcqrbnVXY,88,38422640,"reggaeton, trap latino, latin, urbano latino",True
MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",LAS QUE NO IBAN A SALIR,183.52,2020-05-10,61,True,4EJHKSnHENfjOxXWryyNtL,4q3ewBCX7sLwd24euuV69X,100,94364002,"reggaeton, trap latino, urbano latino, latin",True
Los Roques,"Arcángel, Quevedo","Sentimiento, Elegancia y Más Maldad",171.998,2023-11-17,56,False,5wUNXICiryiGhRBVL5FQXh,4SsVbpTthjScTS7U2hmr1X,84,16853491,"reggaeton, trap latino, urbano latino",True
Costear,"JHAYCO, Almighty",Costear,237.36,2018-10-31,0,True,2Dh3rr3VLuzpBTHm1jQrZF,6nVcHLIgY5pE2YCl8ubca1,83,8683507,"reggaeton, trap latino, urbano latino",True
Tu Veneno,J Balvin,Tu Veneno,157.32,2021-03-19,50,False,5KFHrrBMyGj5MhVbZMM3ts,1vyhD5VmyZ7KMfW5gqLgo5,89,38211105,"reggaeton, latin",False
Mi Ruina,"Arce, Kinky Bwoy",Luciffer,210.625,2015-09-28,50,True,0YFU6GIKNkTBECroVe7XeV,7eH1UUCyxL8Wf9PztvvPJ6,57,374955,,True
Christian Dior,Soto Asa,Coupé,177.437,2020-12-18,51,False,3lYln0idqZJGglABsCQ2Tj,6gyhsZUy2fzzWZBRVPmOw4,56,232864,neoperreo,False
Me Va Bonito,Zetazen,Me Va Bonito,199.544,2020-06-05,38,False,4Ny1rlxyM3Lfo37Q0e7Kaj,66BpLv7bc0OLbr50D1cnGS,43,121486,,False
Mi Gente,"J Balvin, Willy William",Vibras,185.04,2018-05-25,78,False,7COfe3P7KgfwDwIRB8LIDw,1vyhD5VmyZ7KMfW5gqLgo5,89,38211105,"reggaeton, latin",True
Sígueme Y Te Sigo,Daddy Yankee,Sígueme Y Te Sigo,209.786,2015-03-12,70,False,7F7kL3i6SDEIbDcoJZGiig,4VMYDCV2IEDYJArk749S6m,88,36965039,"reggaeton, latin",False
Y U So Cold?,Eladio Carrion,DON KBRN,150.361,2025-04-03,68,True,2HYGBPJmQiP7TBdoGdUX5Y,5XJDexmWFLWOkjOEjOVX3e,85,8649828,"trap latino, urbano latino, trap",False
Por la Pasta,"Recycled J, Selecta",City Pop,198.687,2019-02-15,0,False,1kk0tNILxNPlhC5iMgHnVj,4bWHA8fMNjzfGPQqnh5D6y,65,244285,,True
Miedo y Asco en Madrid,"Israel B, LOWLIGHT, Gloosito",El Ejército de un Hombre Solo,148.5,2022-10-14,47,True,2UekgTucvpVfywPz5VTbow,16M8fuShcwX8uBDdmFZH9B,55,82608,,True
Una Palabra,Anuel AA,Las Leyendas Nunca Mueren,369.878,2021-11-26,57,True,0RP5vC6fzwr15mSAotXJEo,2R21vXR83lH98kGeO99Y66,89,41728732,"reggaeton, trap latino, urbano latino, latin",False
PODER ADQUISITIVO,Myke Towers,LA PANTERA NEGRA,181.8,2024-08-22,53,True,2Z3ykgzmeRYB4oUJoW3SMw,7iK8PXO48WeuP03g8YR51W,89,19741849,"reggaeton, trap latino, urbano latino",False
La Recomellía,DELLAFUENTE,La Recomellía,138.773,2020-05-14,33,False,6ZxQ935uckoa0IJAymlRGn,4bJh7sMPcVRiqe5jlnsWQV,70,1124096,"flamenco urbano, flamenco",False
Páramelo Ahí,D' La Crem,Páramelo Ahí,196.598,2018-03-08,0,True,7w7mTj3otNYzPE1qkL42GQ,3VvNUTRCcLvm3mU1gIw9Jm,46,27497,"flamenco urbano, dembow",False
Tres Amigas,Lyanno,El Cambio,214.967,2022-04-21,34,True,0YsfZX0mETYXFa1bHC5Jdn,1Ts9of7VPZElwPQnqnDSfW,75,1706282,"reggaeton, trap latino, urbano latino",False
Estas 4 Paredes - Capítulo VII,"Mayo 214, Blues Proders, Seijas",Estas 4 Paredes (Capítulo VII),209.774,2023-01-13,16,False,4HPVsHx1WPKQC9WYYefLJq,7uXKIO6VDeOCo6ImWZpZJn,49,96703,,True
Prisma,"Reality, Blakk999",NOVA VITA,174.624,2022-10-21,19,False,1Vdu66aWGLd2Qss0edXIMC,0FvRr7kKHIwQJxpRwf5OCw,54,83873,,True
DURO,"Chris Jedi, Anuel AA, Gaby Music, Jenny ""La Sexy Voz""",DURO,218.32,2022-11-04,59,True,6Bix1x2zJnlvuLr2Xb6CXf,0qTZZWLzuD59Un5r1speHm,69,2742280,"trap latino, reggaeton, urbano latino",True
Sin Maquillaje,"De La Ghetto, Justin Quiles, Lenny Tavárez",Los Chulitos,215.36,2020-08-28,28,True,0BkzZtSKuozbmXr6CoYZhk,3EiLUeyEcA6fbRPSHkG5kb,79,7619663,"reggaeton, trap latino, urbano latino",True
Borro Cassette,Maluma,"Pretty Boy, Dirty Boy",207.306,2015-10-30,85,False,6DUdDIRgLqCGq1DwkNWQTN,1r4hJ1h58CWwUQe3MxPuau,87,36709528,"reggaeton, latin, urbano latino",False
Los Bo,"JHAYCO, Myke Towers",Los Bo,239.12,2021-01-07,65,True,71CIZGbBZR71GfQFB8c2xU,6nVcHLIgY5pE2YCl8ubca1,83,8683507,"reggaeton, trap latino, urbano latino",True
Piel de Cordero,"Quevedo, La Pantera",Piel de Cordero,213.647,2021-08-07,0,False,43Tf6aMFSw2vP7IHBWsA1R,52iwsT98xCoGgiGntTiR7K,84,5845279,,True
Caile,Luar La L,L3tra,141.34,2020-12-18,26,True,6i1g5ZRmJZAkDwBaUZ3f2i,4axKuDPr6WKcDCyh8vueTY,76,2153482,trap latino,False
"Mas Piquete Que Yo (feat. De La Ghetto, Cosculluela & Randy ""Nota Loca"")","Arcángel, DJ Luian, De La Ghetto, Cosculluela, Randy",Los Favoritos,251.853,2015-12-18,33,True,2Q6P0B6rpg5xNLtaJ5E1yW,4SsVbpTthjScTS7U2hmr1X,84,16853491,"reggaeton, trap latino, urbano latino",True
Atrevete,"Wisin & Yandel, Franco ""El Gorilla""",El Documental II,234.653,2006-01-01,46,False,5sJOkYhBrWsXyfEl8WFT87,1wZtkThiXbVNtj6hee6dz9,82,8430003,"reggaeton, urbano latino",True
Seya,"SativaMusic, Morad, GIMS",Seya,188.484,2023-10-06,70,False,5EVY9jwZDhgyLDyNGCGWYh,6p46LxMXeRu3FRYN4tK5Lv,64,58326,,True
Como Antes,Bad Bunny,X 100PRE,230.577,2018-12-23,67,False,69ZaPBHhRMRDjRpW1ivnOU,4q3ewBCX7sLwd24euuV69X,100,94364002,"reggaeton, trap latino, urbano latino, latin",False
Crossfit,"Randy, KEVVO",Crossfit,298.263,2019-08-30,33,True,4t13WTWPu38XS6QiTtdKeL,7qYeIN2r4H1kBvr0Gm9Iav,70,724879,reggaeton,True
Sin Editar,Gigolo Y La Exce,Las II Torres,174.813,2022-04-22,27,False,45MMmYqy2PQ7ul83oUQLUX,7lCRuW6BSXGAsxuQV9lR0i,64,750597,"trap latino, reggaeton",False
Me Parece,"De La Ghetto, Farruko",Los Chulitos,196.866,2020-08-28,34,False,4rukddq5UxUBLXqJOjh83u,3EiLUeyEcA6fbRPSHkG5kb,79,7619663,"reggaeton, trap latino, urbano latino",True
SUPERNOVA,SAIKO,SUPERNOVA,190.909,2023-04-19,61,False,0zY2rypOdM8xmsf4tUyafF,2O8vbr4RYPpk6MRA4fio7u,74,1671218,,False
Si No Me Das Tu Corazon Te Lo Robo,"Kaydy Cain, Mike Marino, GARZI",Si No Me Das Tu Corazon Te Lo Robo,180.0,2020-11-26,0,False,13DnRXrFMQ17EGEBCbS165,4nXXIxTneJksvGXrlmX8oA,60,529587,neoperreo,True
LA LATINA,Rels B,LA LATINA,186.822,2019-09-18,42,True,6ehHyisIFQg3yrZM0VBzH6,2IMZYfNi21MGqxopj9fWx8,83,9347448,"urbano latino, trap latino",False
Naturaleza,Anuel AA,Real Hasta la Muerte,215.488,2018-07-17,66,False,7nusMe2WRMNH3szeIOaAWD,2R21vXR83lH98kGeO99Y66,89,41728732,"reggaeton, trap latino, urbano latino, latin",False
Rosa,Big Soto,Rosa,180.0,2022-04-14,30,True,6fMtwXk6aryQDyHJin8mk9,2TQ4CGgxxCWHqa9yYIGDoU,64,1137801,"urbano latino, trap latino",False
Je Suis Ali,Costa,Je Suis Ali,215.125,2018-09-14,29,True,6cWX5WsP8mW52fpAnsWONj,7rAjVJgwZhvmMIt5vfyNGn,49,135877,,False
Las Niñas Unas Guarras Pero los Tíos Son Unos Cerdos,Porta,No Hay Truco (Maqueta 2007),391.522,2017-12-29,38,True,6f88V3Yc9RU8vTWU8o9oCY,3p7Bs02UWDt5ENoJeUGqaB,62,2135193,,False
